ID,Exp. Mass,%,Hit,Hit Score,# Perms,Theo. Mass,Da,ppm,Hex,HexNAc,Neu5Ac,Fuc,Oxidation,OffBy+1,OffBy-1,Perm,Perm Score,N52,N78
217-0-0,14187.9779,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218-0-0,14198.0066,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219-2-0,14204.0319,0.0,0,100.00,1,14204.0275,0.0044,0,9,9,2,1,0,1,0,0,100.00,A2G0F,A3S2G1
220-0-0,14210.0269,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221-0-0,14218.0127,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222-1-0,14226.0002,0.7,0,100.00,1,14226.0058,-0.0056,-0,12,6,2,2,0,0,0,0,100.00,A2S2F2,M7
223-3-0,14227.0104,0.0,0,62.55,1,14227.0010,0.0094,1,12,8,1,1,2,0,0,0,62.55,A3S1G2F,M5-A1G1
223-1-0,14227.0104,0.0,1,37.45,1,14227.0058,0.0046,0,12,6,2,2,0,1,0,0,37.45,A2S2F2,M7
224-4-0,14235.0263,1.4,0,77.87,2,14235.0173,0.0090,1,10,9,2,0,1,0,0,0,73.38,A2G1,A3S2G1
224-4-1,14235.0263,1.4,1,20.54,2,14235.0173,0.0090,1,10,9,2,0,1,0,0,0,14.07,A2S1G0,A3S1G2
224-3-0,14235.0263,1.4,2,0.91,1,14235.0173,0.0090,1,9,9,2,1,2,0,0,0,0.91,A2G0F,A3S2G1
224-1-0,14235.0263,1.4,3,0.68,1,14235.0221,0.0042,0,9,7,3,2,0,1,0,0,0.68,A2S2F2,A1S1
225-2-0,14241.9915,0.3,0,100.00,1,14242.0007,-0.0092,-1,12,6,2,2,1,0,0,0,100.00,A2S2F2,M7
226-4-0,14242.0186,0.0,0,100.00,1,14242.0007,0.0179,1,12,6,2,2,1,0,0,0,100.00,A2S2F2,M7
227-0-0,14249.0389,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228-3-0,14258.0093,0.8,0,100.00,1,14257.9956,0.0137,1,12,6,2,2,2,0,0,0,100.00,A2S2F2,M7
229-0-0,14264.9944,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230-8-0,14266.0413,3.2,0,87.54,2,14266.0119,0.0293,2,11,7,3,0,0,0,0,0,76.78,M5-A1S1,A2S2
230-8-1,14266.0413,3.2,1,12.36,2,14266.0119,0.0293,2,11,7,3,0,0,0,0,0,12.32,M5,A3S3
230-6-0,14266.0413,3.2,2,0.10,1,14266.0119,0.0293,2,9,7,3,2,2,0,0,0,0.10,A2S2F2,A1S1
231-0-0,14278.0372,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232-0-0,14285.0119,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233-5-0,14291.0525,2.5,0,100.00,2,14291.0435,0.0089,1,9,8,3,1,0,0,0,0,50.39,A2S2F,A2S1G0
234-8-0,14307.0806,100.0,0,98.90,2,14307.0385,0.0422,3,10,8,3,0,0,0,0,0,67.21,A2S1G1,A2S2
234-8-1,14307.0806,100.0,1,0.54,2,14307.0385,0.0422,3,10,8,3,0,0,0,0,0,0.51,A1S1,A3S2G1
234-8-2,14307.0806,100.0,2,0.53,2,14307.0385,0.0422,3,10,8,3,0,0,0,0,0,0.52,A1G1,A3S3
234-7-0,14307.0806,100.0,3,0.04,2,14307.0385,0.0422,3,9,8,3,1,1,0,0,0,0.02,A2S2F,A2S1G0
235-2-0,14308.0485,0.0,0,98.81,2,14308.0385,0.0100,1,10,8,3,0,0,1,0,0,67.16,A2S1G1,A2S2
235-2-1,14308.0485,0.0,1,0.54,2,14308.0385,0.0100,1,10,8,3,0,0,1,0,0,0.51,A1S1,A3S2G1
235-2-2,14308.0485,0.0,2,0.53,2,14308.0385,0.0100,1,10,8,3,0,0,1,0,0,0.52,A1G1,A3S3
235-1-0,14308.0485,0.0,3,0.04,2,14308.0385,0.0100,1,9,8,3,1,1,1,0,0,0.02,A2S2F,A2S1G0
235-4-0,14308.0485,0.0,4,0.03,1,14308.0589,-0.0104,-1,10,8,2,2,0,0,0,0,0.03,A2S2F2,A2G2
235-4-1,14308.0485,0.0,5,0.03,2,14308.0589,-0.0104,-1,10,8,2,2,0,0,0,0,0.03,A2G2F,A2S2F
235-4-2,14308.0485,0.0,6,0.02,1,14308.0589,-0.0104,-1,10,8,2,2,0,0,0,0,0.02,A2S1G1F,A2S1G1F
236-8-0,14323.0672,11.2,0,98.90,2,14323.0334,0.0338,2,10,8,3,0,1,0,0,0,67.21,A2S1G1,A2S2
236-8-1,14323.0672,11.2,1,0.54,2,14323.0334,0.0338,2,10,8,3,0,1,0,0,0,0.51,A1S1,A3S2G1
236-8-2,14323.0672,11.2,2,0.53,2,14323.0334,0.0338,2,10,8,3,0,1,0,0,0,0.52,A1G1,A3S3
236-7-0,14323.0672,11.2,3,0.04,2,14323.0334,0.0338,2,9,8,3,1,2,0,0,0,0.02,A2S2F,A2S1G0
237-8-0,14323.0742,4.0,0,98.90,2,14323.0334,0.0408,3,10,8,3,0,1,0,0,0,67.21,A2S1G1,A2S2
237-8-1,14323.0742,4.0,1,0.54,2,14323.0334,0.0408,3,10,8,3,0,1,0,0,0,0.51,A1S1,A3S2G1
237-8-2,14323.0742,4.0,2,0.53,2,14323.0334,0.0408,3,10,8,3,0,1,0,0,0,0.52,A1G1,A3S3
237-7-0,14323.0742,4.0,3,0.04,2,14323.0334,0.0408,3,9,8,3,1,2,0,0,0,0.02,A2S2F,A2S1G0
238-0-0,14330.0787,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239-5-0,14332.0336,1.3,0,100.00,2,14332.0120,0.0217,2,13,7,2,0,2,1,0,0,87.29,M7,A3S2G1
240-9-0,14340.0744,5.6,0,98.45,2,14340.0283,0.0461,3,10,8,3,0,2,1,0,0,66.91,A2S1G1,A2S2
240-9-1,14340.0744,5.6,1,0.53,2,14340.0283,0.0461,3,10,8,3,0,2,1,0,0,0.51,A1S1,A3S2G1
240-9-2,14340.0744,5.6,2,0.52,2,14340.0283,0.0461,3,10,8,3,0,2,1,0,0,0.52,A1G1,A3S3
240-8-0,14340.0744,5.6,3,0.25,2,14340.0487,0.0257,2,12,8,2,0,0,0,0,0,0.25,M5-A1G1,A3S2G1
240-8-1,14340.0744,5.6,4,0.16,2,14340.0487,0.0257,2,12,8,2,0,0,0,0,0,0.13,M5-A1S1,A3S1G2
240-6-0,14340.0744,5.6,5,0.03,1,14340.0487,0.0257,2,10,8,2,2,2,0,0,0,0.03,A2S2F2,A2G2
240-6-1,14340.0744,5.6,6,0.03,2,14340.0487,0.0257,2,10,8,2,2,2,0,0,0,0.03,A2G2F,A2S2F
240-6-2,14340.0744,5.6,7,0.02,1,14340.0487,0.0257,2,10,8,2,2,2,0,0,0,0.02,A2S1G1F,A2S1G1F
241-2-0,14341.0347,0.2,0,51.01,2,14341.0487,-0.0140,-1,12,8,2,0,0,1,0,0,50.29,M5-A1G1,A3S2G1
241-2-1,14341.0347,0.2,1,31.59,2,14341.0487,-0.0140,-1,12,8,2,0,0,1,0,0,25.95,M5-A1S1,A3S1G2
241-0-0,14341.0347,0.2,2,6.91,1,14341.0487,-0.0140,-1,10,8,2,2,2,1,0,0,6.91,A2S2F2,A2G2
241-0-1,14341.0347,0.2,3,6.43,2,14341.0487,-0.0140,-1,10,8,2,2,2,1,0,0,5.58,A2G2F,A2S2F
241-0-2,14341.0347,0.2,4,4.06,1,14341.0487,-0.0140,-1,10,8,2,2,2,1,0,0,4.06,A2S1G1F,A2S1G1F
242-5-0,14349.0645,7.5,0,100.00,1,14349.0854,-0.0209,-1,9,9,2,2,0,0,0,0,100.00,A2G0F,A3S2G1F
243-0-0,14360.0060,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244-0-0,14368.0134,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245-3-0,14381.0480,11.6,0,45.84,2,14381.0752,-0.0272,-2,11,9,2,0,0,0,0,0,26.48,A2S1G1,A3S1G2
245-3-1,14381.0480,11.6,1,44.56,2,14381.0752,-0.0272,-2,11,9,2,0,0,0,0,0,42.48,A2G2,A3S2G1
245-3-2,14381.0480,11.6,2,9.48,2,14381.0752,-0.0272,-2,11,9,2,0,0,0,0,0,7.04,A3G3,A2S2
245-2-0,14381.0480,11.6,3,0.08,2,14381.0752,-0.0272,-2,10,9,2,1,1,0,0,0,0.06,A2G1,A3S2G1F
245-2-1,14381.0480,11.6,4,0.04,1,14381.0752,-0.0272,-2,10,9,2,1,1,0,0,0,0.04,A3S1G2F,A2S1G0
245-1-0,14381.0480,11.6,5,0.00,1,14381.0752,-0.0272,-2,9,9,2,2,2,0,0,0,0.00,A2G0F,A3S2G1F
246-0-0,14387.0518,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247-0-0,14394.0923,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248-0-0,14404.0718,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249-3-0,14412.0470,1.3,0,77.18,2,14412.0698,-0.0228,-2,11,7,3,1,0,0,0,0,52.15,M5-A1S1,A2S2F
249-3-1,14412.0470,1.3,1,22.82,2,14412.0698,-0.0228,-2,11,7,3,1,0,0,0,0,22.39,M5,A3S3F
250-0-0,14421.0575,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251-0-0,14430.0320,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252-0-0,14430.0762,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253-6-0,14437.0690,0.1,0,100.00,1,14437.1015,-0.0325,-2,9,8,3,2,0,0,0,0,100.00,A2S2F2,A2S1G0
254-0-0,14438.7040,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255-0-0,14439.5824,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256-0-0,14441.0430,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257-0-0,14443.0665,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258-0-0,14451.0580,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259-4-0,14453.0831,2.3,0,59.79,2,14453.0964,-0.0133,-1,10,8,3,1,0,0,0,0,54.54,A2S1G1F,A2S2
259-4-1,14453.0831,2.3,1,39.58,2,14453.0964,-0.0133,-1,10,8,3,1,0,0,0,0,24.45,A2S2F,A2S1G1
259-4-2,14453.0831,2.3,2,0.33,2,14453.0964,-0.0133,-1,10,8,3,1,0,0,0,0,0.32,A1G1,A3S3F
259-4-3,14453.0831,2.3,3,0.24,2,14453.0964,-0.0133,-1,10,8,3,1,0,0,0,0,0.17,A1S1,A3S2G1F
259-3-0,14453.0831,2.3,4,0.06,1,14453.0964,-0.0133,-1,9,8,3,2,1,0,0,0,0.06,A2S2F2,A2S1G0
260-0-0,14458.0701,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261-0-0,14461.0593,0.4,0,98.37,2,14461.0546,0.0047,0,12,7,3,0,2,1,0,0,97.82,M6,A3S3
261-2-0,14461.0593,0.4,1,1.63,2,14461.0750,-0.0157,-1,13,7,2,1,1,0,0,0,0.89,A3S2G1F,M7
262-2-0,14469.0974,2.7,0,59.79,2,14469.0913,0.0061,0,10,8,3,1,1,0,0,0,54.54,A2S1G1F,A2S2
262-2-1,14469.0974,2.7,1,39.58,2,14469.0913,0.0061,0,10,8,3,1,1,0,0,0,24.45,A2S2F,A2S1G1
262-2-2,14469.0974,2.7,2,0.33,2,14469.0913,0.0061,0,10,8,3,1,1,0,0,0,0.32,A1G1,A3S3F
262-2-3,14469.0974,2.7,3,0.24,2,14469.0913,0.0061,0,10,8,3,1,1,0,0,0,0.17,A1S1,A3S2G1F
262-1-0,14469.0974,2.7,4,0.06,1,14469.0913,0.0061,0,9,8,3,2,2,0,0,0,0.06,A2S2F2,A2S1G0
263-1-0,14470.0884,0.0,0,59.79,2,14470.0913,-0.0028,-0,10,8,3,1,1,1,0,0,54.53,A2S1G1F,A2S2
263-1-1,14470.0884,0.0,1,39.58,2,14470.0913,-0.0028,-0,10,8,3,1,1,1,0,0,24.44,A2S2F,A2S1G1
263-1-2,14470.0884,0.0,2,0.33,2,14470.0913,-0.0028,-0,10,8,3,1,1,1,0,0,0.31,A1G1,A3S3F
263-1-3,14470.0884,0.0,3,0.24,2,14470.0913,-0.0028,-0,10,8,3,1,1,1,0,0,0.17,A1S1,A3S2G1F
263-0-0,14470.0884,0.0,4,0.06,1,14470.0913,-0.0028,-0,9,8,3,2,2,1,0,0,0.06,A2S2F2,A2S1G0
263-3-0,14470.0884,0.0,5,0.01,1,14470.1117,-0.0232,-2,10,8,2,3,1,0,0,0,0.01,A2S2F2,A2G2F
264-0-0,14479.0780,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265-0-0,14489.1179,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266-0-0,14499.0925,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267-0-0,14508.1103,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268-0-0,14516.0860,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269-0-0,14525.1261,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270-0-0,14534.0953,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271-9-0,14543.1420,0.6,0,24.35,2,14543.1077,0.0343,2,10,9,3,0,2,1,0,0,24.10,A2G1,A3S3
271-3-0,14543.1420,0.6,1,20.54,1,14543.1281,0.0139,1,11,9,2,1,1,0,0,0,20.54,A3S1G2F,A2S1G1
271-3-1,14543.1420,0.6,2,19.32,2,14543.1281,0.0139,1,11,9,2,1,1,0,0,0,18.98,A2G2F,A3S2G1
271-9-1,14543.1420,0.6,3,14.22,2,14543.1077,0.0343,2,10,9,3,0,2,1,0,0,12.71,A2S1G0,A3S2G1
271-3-2,14543.1420,0.6,4,11.10,2,14543.1281,0.0139,1,11,9,2,1,1,0,0,0,9.65,A2S1G1F,A3S1G2
271-3-3,14543.1420,0.6,5,8.76,2,14543.1281,0.0139,1,11,9,2,1,1,0,0,0,6.22,A2G2,A3S2G1F
271-3-4,14543.1420,0.6,6,1.56,2,14543.1281,0.0139,1,11,9,2,1,1,0,0,0,0.85,A2S2F,A3G3
271-3-5,14543.1420,0.6,7,0.15,1,14543.1281,0.0139,1,11,9,2,1,1,0,0,0,0.15,A1G1,A3S2G1F+LacN1
272-0-0,14545.0939,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273-0-0,14555.1152,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274-0-0,14566.1187,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275-1-0,14574.1175,0.3,0,59.29,1,14574.1226,-0.0052,-0,11,7,3,2,1,0,0,0,59.29,A2S2F2,M5-A1S1
275-2-0,14574.1175,0.3,1,40.71,2,14574.1226,-0.0052,-0,12,7,3,1,0,0,0,0,39.34,M6,A3S3F
276-2-0,14575.1165,0.1,0,59.29,1,14575.1226,-0.0062,-0,11,7,3,2,1,1,0,0,59.29,A2S2F2,M5-A1S1
276-3-0,14575.1165,0.1,1,40.71,2,14575.1226,-0.0062,-0,12,7,3,1,0,1,0,0,39.34,M6,A3S3F
277-0-0,14583.1470,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278-0-0,14597.1264,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279-8-0,14598.1811,42.0,0,98.87,1,14598.1339,0.0472,3,10,8,4,0,0,0,0,0,98.87,A2S2,A2S2
279-8-1,14598.1811,42.0,1,1.13,2,14598.1339,0.0472,3,10,8,4,0,0,0,0,0,1.12,A1S1,A3S3
280-0-0,14611.1448,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281-8-0,14614.1597,5.5,0,98.87,1,14614.1288,0.0309,2,10,8,4,0,1,0,0,0,98.87,A2S2,A2S2
281-8-1,14614.1597,5.5,1,1.13,2,14614.1288,0.0309,2,10,8,4,0,1,0,0,0,1.12,A1S1,A3S3
282-1-0,14618.1631,3.0,0,100.00,1,14618.1648,-0.0018,-0,12,10,1,1,1,1,0,0,100.00,A3S1G2F,A3G3
283-8-0,14622.1347,1.3,0,100.00,2,14622.1074,0.0273,2,13,7,3,0,2,0,0,0,97.56,M7,A3S3
284-0-0,14624.1190,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
285-0-0,14627.1465,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
286-5-0,14632.1615,0.9,0,41.44,2,14632.1441,0.0174,1,12,8,3,0,0,1,0,0,39.23,M5-A1S1,A3S2G1
286-5-1,14632.1615,0.9,1,27.72,2,14632.1441,0.0174,1,12,8,3,0,0,1,0,0,27.66,M5-A1G1,A3S3
286-3-0,14632.1615,0.9,2,25.12,1,14632.1441,0.0174,1,10,8,3,2,2,1,0,0,25.12,A2S2F2,A2S1G1
286-3-1,14632.1615,0.9,3,5.71,2,14632.1441,0.0174,1,10,8,3,2,2,1,0,0,4.29,A2S1G1F,A2S2F
287-1-0,14633.1260,0.4,0,100.00,1,14633.1598,-0.0338,-2,12,10,1,1,2,0,0,0,100.00,A3S1G2F,A3G3
288-1-0,14634.1365,0.4,0,100.00,1,14634.1598,-0.0232,-2,12,10,1,1,2,1,0,0,100.00,A3S1G2F,A3G3
289-4-0,14640.1608,4.0,0,100.00,1,14640.1808,-0.0201,-1,9,9,3,2,0,0,0,0,100.00,A2G0F,A3S3F
290-1-0,14647.1014,0.1,0,59.92,2,14647.1390,-0.0376,-3,12,8,3,0,1,0,0,0,56.72,M5-A1S1,A3S2G1
290-1-1,14647.1014,0.1,1,40.08,2,14647.1390,-0.0376,-3,12,8,3,0,1,0,0,0,39.99,M5-A1G1,A3S3
291-1-0,14648.1195,0.8,0,59.89,2,14648.1390,-0.0196,-1,12,8,3,0,1,1,0,0,56.70,M5-A1S1,A3S2G1
291-1-1,14648.1195,0.8,1,40.07,2,14648.1390,-0.0196,-1,12,8,3,0,1,1,0,0,39.97,M5-A1G1,A3S3
291-3-0,14648.1195,0.8,2,0.04,1,14648.1594,-0.0400,-3,13,8,2,1,0,0,0,0,0.04,M6,A3S2G1F+LacN1
292-0-0,14650.1088,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293-0-0,14655.1476,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294-0-0,14659.1309,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295-0-0,14660.1180,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296-0-0,14663.1258,0.5,0,59.92,2,14663.1339,-0.0082,-1,12,8,3,0,2,0,0,0,56.72,M5-A1S1,A3S2G1
296-0-1,14663.1258,0.5,1,40.08,2,14663.1339,-0.0082,-1,12,8,3,0,2,0,0,0,39.99,M5-A1G1,A3S3
297-3-0,14672.1402,19.5,0,49.57,2,14672.1707,-0.0305,-2,11,9,3,0,0,0,0,0,41.67,A2S1G1,A3S2G1
297-3-1,14672.1402,19.5,1,25.82,2,14672.1707,-0.0305,-2,11,9,3,0,0,0,0,0,15.70,A3S1G2,A2S2
297-3-2,14672.1402,19.5,2,24.52,2,14672.1707,-0.0305,-2,11,9,3,0,0,0,0,0,24.32,A2G2,A3S3
297-2-0,14672.1402,19.5,3,0.06,2,14672.1707,-0.0305,-2,10,9,3,1,1,0,0,0,0.06,A2G1,A3S3F
297-2-1,14672.1402,19.5,4,0.03,2,14672.1707,-0.0305,-2,10,9,3,1,1,0,0,0,0.02,A2S1G0,A3S2G1F
297-1-0,14672.1402,19.5,5,0.00,1,14672.1707,-0.0305,-2,9,9,3,2,2,0,0,0,0.00,A2G0F,A3S3F
298-4-0,14680.1655,1.1,0,100.00,1,14680.1493,0.0162,1,13,8,2,1,2,0,0,0,100.00,M6,A3S2G1F+LacN1
299-8-0,14688.1920,4.0,0,49.57,2,14688.1656,0.0264,2,11,9,3,0,1,0,0,0,41.67,A2S1G1,A3S2G1
299-8-1,14688.1920,4.0,1,25.82,2,14688.1656,0.0264,2,11,9,3,0,1,0,0,0,15.70,A3S1G2,A2S2
299-8-2,14688.1920,4.0,2,24.52,2,14688.1656,0.0264,2,11,9,3,0,1,0,0,0,24.32,A2G2,A3S3
299-7-0,14688.1920,4.0,3,0.06,2,14688.1656,0.0264,2,10,9,3,1,2,0,0,0,0.06,A2G1,A3S3F
299-7-1,14688.1920,4.0,4,0.03,2,14688.1656,0.0264,2,10,9,3,1,2,0,0,0,0.02,A2S1G0,A3S2G1F
300-0-0,14696.1540,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301-0-0,14696.1628,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302-8-0,14704.1974,0.5,0,49.61,2,14704.1605,0.0370,3,11,9,3,0,2,0,0,0,41.71,A2S1G1,A3S2G1
302-8-1,14704.1974,0.5,1,25.84,2,14704.1605,0.0370,3,11,9,3,0,2,0,0,0,15.71,A3S1G2,A2S2
302-8-2,14704.1974,0.5,2,24.54,2,14704.1605,0.0370,3,11,9,3,0,2,0,0,0,24.34,A2G2,A3S3
303-0-0,14706.1549,0.9,0,54.67,2,14706.1809,-0.0260,-2,11,9,2,2,2,1,0,0,47.59,A2G2F,A3S2G1F
303-0-1,14706.1549,0.9,1,26.21,1,14706.1809,-0.0260,-2,11,9,2,2,2,1,0,0,26.21,A3S1G2F,A2S1G1F
303-0-2,14706.1549,0.9,2,19.13,1,14706.1809,-0.0260,-2,11,9,2,2,2,1,0,0,19.13,A2S2F2,A3G3
304-0-0,14711.1340,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305-4-0,14714.1792,1.9,0,100.00,1,14714.2176,-0.0384,-3,10,10,2,2,0,0,0,0,100.00,A2G0F,A3S2G1F+LacN1
306-0-0,14724.1787,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
307-0-0,14726.2013,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308-3-0,14736.1476,0.8,0,100.00,2,14736.1755,-0.0279,-2,13,7,3,1,0,0,0,0,86.54,M7,A3S3F
309-2-0,14745.1977,2.1,0,99.20,2,14745.1918,0.0059,0,10,8,4,1,0,1,0,0,76.79,A2S2F,A2S2
309-2-1,14745.1977,2.1,1,0.72,2,14745.1918,0.0059,0,10,8,4,1,0,1,0,0,0.68,A1S1,A3S3F
309-4-0,14745.1977,2.1,2,0.08,1,14745.2122,-0.0145,-1,10,8,3,3,0,0,0,0,0.08,A2S2F2,A2S1G1F
310-1-0,14752.1523,0.1,0,100.00,2,14752.1704,-0.0181,-1,13,7,3,1,1,0,0,0,86.54,M7,A3S3F
311-0-0,14759.2140,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312-0-0,14767.1746,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313-7-0,14777.4943,0.0,0,46.15,2,14777.2020,0.2923,20,12,8,3,1,0,0,0,0,31.44,M5-A1S1,A3S2G1F
313-7-1,14777.4943,0.0,1,41.61,2,14777.2020,0.2923,20,12,8,3,1,0,0,0,0,40.98,M5-A1G1,A3S3F
313-5-0,14777.4943,0.0,2,10.24,1,14777.2020,0.2923,20,10,8,3,3,2,0,0,0,10.24,A2S2F2,A2S1G1F
313-7-2,14777.4943,0.0,3,2.00,1,14777.2020,0.2923,20,12,8,3,1,0,0,0,0,2.00,A3S3F+LacN1,M5
314-0-0,14780.1990,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315-0-0,14790.1962,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
316-0-0,14797.2320,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317-0-0,14807.1914,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
318-3-0,14809.2009,0.0,0,51.42,2,14809.1918,0.0090,1,12,8,3,1,2,0,0,0,35.03,M5-A1S1,A3S2G1F
318-3-1,14809.2009,0.0,1,46.36,2,14809.1918,0.0090,1,12,8,3,1,2,0,0,0,45.65,M5-A1G1,A3S3F
318-3-2,14809.2009,0.0,2,2.22,1,14809.1918,0.0090,1,12,8,3,1,2,0,0,0,2.22,A3S3F+LacN1,M5
319-4-0,14818.2003,0.9,0,21.18,1,14818.2286,-0.0283,-2,11,9,3,1,0,0,0,0,21.18,A3S1G2F,A2S2
319-4-1,14818.2003,0.9,1,20.07,2,14818.2286,-0.0283,-2,11,9,3,1,0,0,0,0,19.32,A2S1G1F,A3S2G1
319-4-2,14818.2003,0.9,2,19.99,2,14818.2286,-0.0283,-2,11,9,3,1,0,0,0,0,12.22,A3S2G1F,A2S1G1
319-4-3,14818.2003,0.9,3,13.86,2,14818.2286,-0.0283,-2,11,9,3,1,0,0,0,0,13.82,A2G2F,A3S3
319-1-0,14818.2003,0.9,4,9.44,2,14818.2082,-0.0079,-1,10,9,4,0,1,1,0,0,9.25,A2S1G0,A3S3
319-4-4,14818.2003,0.9,5,8.82,2,14818.2286,-0.0283,-2,11,9,3,1,0,0,0,0,8.38,A2G2,A3S3F
319-4-5,14818.2003,0.9,6,6.48,2,14818.2286,-0.0283,-2,11,9,3,1,0,0,0,0,4.46,A2S2F,A3S1G2
